"area","type","value","CIlow","CIup","period_start","period_end","coverage","data_updated"
"Bolton","P(Cases>20)",0.72,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bolton","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bolton","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bolton","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bolton","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bolton","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bolton","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bolton","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bolton","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bolton","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bolton","P(Cases>50)",0.8,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bolton","P(Cases>50)",0.41,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bolton","P(Cases>50)",0.19,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bolton","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bolton","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bolton","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bolton","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bolton","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Bolton","R",0.64,0.46,0.85,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Boston","Cases",144.2,83.6,222,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Boston","Cases",129.7,60.5,230.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Boston","Cases",112.4,41.8,250.6,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Boston","Cases",102.4,30.3,270.7,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Boston","Infections",388.6,265,593.7,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Boston","Infections",349.4,216.6,580.2,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Boston","Infections",318.1,155.7,607.2,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Boston","Infections",287.5,111.3,655.6,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Boston","Infections",257.7,76.1,702,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Boston","P(Cases>100)",0.85,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Boston","P(Cases>100)",0.71,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Boston","P(Cases>100)",0.6,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Boston","P(Cases>100)",0.51,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Boston","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Boston","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Boston","P(Cases>20)",0.99,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Boston","P(Cases>20)",0.98,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Boston","P(Cases>200)",0.11,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Boston","P(Cases>200)",0.12,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Boston","P(Cases>200)",0.13,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Boston","P(Cases>200)",0.14,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Boston","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Boston","P(Cases>300)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Boston","P(Cases>300)",0.02,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Boston","P(Cases>300)",0.04,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Boston","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Boston","P(Cases>50)",0.98,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Boston","P(Cases>50)",0.92,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Boston","P(Cases>50)",0.84,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Boston","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Boston","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Boston","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Boston","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Boston","P(R>1)",0.21,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Boston","R",0.9,0.69,1.13,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Bradford","Cases",142.8,115.3,174.6,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Bradford","Cases",120.3,86.1,158.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Bradford","Cases",103.1,64.6,150.8,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Bradford","Cases",86.2,48.1,141.8,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Bradford","Infections",295.1,244.6,365.2,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Bradford","Infections",249.6,195.2,319.4,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Bradford","Infections",211.6,147.8,293,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Bradford","Infections",179,109.6,275,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Bradford","Infections",151.3,80.8,259.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Bradford","P(Cases>100)",0.99,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bradford","P(Cases>100)",0.84,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bradford","P(Cases>100)",0.54,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bradford","P(Cases>100)",0.31,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bradford","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bradford","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bradford","P(Cases>20)",1,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bradford","P(Cases>20)",1,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bradford","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bradford","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bradford","P(Cases>200)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bradford","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bradford","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bradford","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bradford","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bradford","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bradford","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bradford","P(Cases>50)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bradford","P(Cases>50)",0.99,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bradford","P(Cases>50)",0.94,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bradford","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bradford","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bradford","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bradford","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bradford","P(R>1)",0.01,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Bradford","R",0.84,0.72,0.96,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Breckland","Cases",51.7,27.3,88.3,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Breckland","Cases",37.3,15.8,71.1,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Breckland","Cases",25.8,8.6,58.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Breckland","Cases",17.9,3.7,49.5,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Breckland","Infections",237,157,348.9,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Breckland","Infections",167.5,105.3,269.9,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Breckland","Infections",117.9,63,219.5,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Breckland","Infections",82.5,38.8,188.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Breckland","Infections",58.2,22.5,158.4,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Breckland","P(Cases>100)",0.02,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Breckland","P(Cases>100)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Breckland","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Breckland","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Breckland","P(Cases>20)",0.99,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Breckland","P(Cases>20)",0.91,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Breckland","P(Cases>20)",0.68,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Breckland","P(Cases>20)",0.44,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Breckland","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Breckland","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Breckland","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Breckland","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Breckland","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Breckland","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Breckland","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Breckland","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Breckland","P(Cases>50)",0.54,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Breckland","P(Cases>50)",0.23,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Breckland","P(Cases>50)",0.1,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Breckland","P(Cases>50)",0.05,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Breckland","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Breckland","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Breckland","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Breckland","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Breckland","P(R>1)",0.01,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Breckland","R",0.69,0.57,0.85,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Brent","Cases",49.6,33.3,69.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Brent","Cases",32.6,19,52,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Brent","Cases",21.2,10,40.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Brent","Cases",14.2,5.4,29.6,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Brent","Infections",114.1,90.8,144.6,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Brent","Infections",75.4,57.2,104.1,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Brent","Infections",49.8,33.7,76.1,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Brent","Infections",33.1,19.6,58.3,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Brent","Infections",22.1,11.6,44.4,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Brent","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brent","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brent","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brent","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brent","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brent","P(Cases>20)",0.93,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brent","P(Cases>20)",0.56,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brent","P(Cases>20)",0.22,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brent","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brent","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brent","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brent","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brent","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brent","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brent","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brent","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brent","P(Cases>50)",0.47,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brent","P(Cases>50)",0.07,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brent","P(Cases>50)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brent","P(Cases>50)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brent","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brent","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brent","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brent","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brent","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Brent","R",0.64,0.56,0.75,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Brentwood","Cases",47,18.3,92.5,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Brentwood","Cases",36.6,9.1,88.8,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Brentwood","Cases",27.4,3.9,84.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Brentwood","Cases",19.6,1.3,91.4,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Brentwood","Infections",150.8,95.6,233.3,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Brentwood","Infections",114.7,60.3,201.7,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Brentwood","Infections",87,30.9,199.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Brentwood","Infections",65.8,16.7,204.3,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Brentwood","Infections",49.2,8.2,220.5,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Brentwood","P(Cases>100)",0.03,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brentwood","P(Cases>100)",0.03,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brentwood","P(Cases>100)",0.03,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brentwood","P(Cases>100)",0.04,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brentwood","P(Cases>20)",0.94,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brentwood","P(Cases>20)",0.8,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brentwood","P(Cases>20)",0.63,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brentwood","P(Cases>20)",0.5,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brentwood","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brentwood","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brentwood","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brentwood","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brentwood","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brentwood","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brentwood","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brentwood","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brentwood","P(Cases>50)",0.45,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brentwood","P(Cases>50)",0.31,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brentwood","P(Cases>50)",0.21,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brentwood","P(Cases>50)",0.17,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brentwood","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Brentwood","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Brentwood","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Brentwood","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Brentwood","P(R>1)",0.06,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Brentwood","R",0.75,0.48,1.06,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Bridgend","Cases",28.6,10.3,55.1,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Bridgend","Cases",21.8,5.4,55.1,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Bridgend","Cases",17,2.7,58.3,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Bridgend","Cases",13.6,0.7,63.9,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Bridgend","Infections",117,74,177,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Bridgend","Infections",92.8,48.2,163.6,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Bridgend","Infections",73.7,27.8,177.5,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Bridgend","Infections",58.3,15.6,198,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Bridgend","Infections",44.4,9.4,209.5,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Bridgend","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bridgend","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bridgend","P(Cases>100)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bridgend","P(Cases>100)",0.02,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bridgend","P(Cases>20)",0.75,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bridgend","P(Cases>20)",0.55,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bridgend","P(Cases>20)",0.41,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bridgend","P(Cases>20)",0.35,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bridgend","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bridgend","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bridgend","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bridgend","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bridgend","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bridgend","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bridgend","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bridgend","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bridgend","P(Cases>50)",0.08,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bridgend","P(Cases>50)",0.07,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bridgend","P(Cases>50)",0.1,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bridgend","P(Cases>50)",0.09,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bridgend","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bridgend","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bridgend","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bridgend","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Bridgend","P(R>1)",0.11,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Bridgend","R",0.78,0.52,1.13,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Broadland","Cases",27,11.6,47.9,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Broadland","Cases",16.2,4.6,36.9,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Broadland","Cases",10,1.5,26.3,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Broadland","Cases",6.2,0.8,19.3,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Broadland","Infections",126.1,80.3,186.6,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Broadland","Infections",80.2,48.1,128.9,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Broadland","Infections",52,26.4,88.7,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Broadland","Infections",33,14.5,64.4,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Broadland","Infections",21.2,7.8,44.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Broadland","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Broadland","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Broadland","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Broadland","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Broadland","P(Cases>20)",0.73,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Broadland","P(Cases>20)",0.36,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Broadland","P(Cases>20)",0.14,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Broadland","P(Cases>20)",0.04,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Broadland","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Broadland","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Broadland","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Broadland","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Broadland","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Broadland","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Broadland","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Broadland","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Broadland","P(Cases>50)",0.04,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Broadland","P(Cases>50)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Broadland","P(Cases>50)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Broadland","P(Cases>50)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Broadland","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Broadland","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Broadland","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Broadland","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Broadland","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Broadland","R",0.63,0.51,0.7,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Bromley","Cases",23.9,12.7,39.9,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Bromley","Cases",15.4,6.3,29.9,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Bromley","Cases",10,2.4,25.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Bromley","Cases",6.6,0.9,19.3,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Bromley","Infections",68,49.3,90.5,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Bromley","Infections",43.6,26.9,66.6,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Bromley","Infections",28.1,13.9,53.3,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Bromley","Infections",18.1,7.3,42.9,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Bromley","Infections",11.8,3.5,34.4,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Bromley","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Bromley","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Bromley","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Bromley","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
